age,sexe,pays_origine,raison_voyage,provenance,destination,papiers_valides,casier_judiciaire,niveau_risque
59,Homme,Ouganda,Tourisme,Goma,Kananga,0,1,Élevé
25,Homme,Zambie,Migration,Lubumbashi,Tshikapa,0,1,Élevé
60,Homme,Ouganda,Tourisme,Goma,Nairobi,0,1,Élevé
54,Homme,Angola,Études,Kisangani,Tshikapa,1,0,Faible
39,Femme,Rwanda,Migration,Lubumbashi,Nairobi,0,0,Moyen
53,Homme,Burundi,Tourisme,Kinshasa,Kinshasa,0,1,Élevé
53,Femme,RDC,Tourisme,Kigali,Tshikapa,1,1,Moyen
44,Homme,Tanzanie,Migration,Goma,Luanda,1,0,Faible
51,Femme,Burundi,Transit,Lubumbashi,Kananga,0,1,Élevé
70,Homme,Rwanda,Études,Kigali,Mbujimayi,1,1,Moyen
62,Homme,Rwanda,Affaires,Kisangani,Nairobi,1,0,Faible
33,Homme,Zambie,Transit,Lubumbashi,Luanda,1,0,Faible
22,Homme,RDC,Affaires,Kisangani,Kananga,0,1,Élevé
64,Femme,Tanzanie,Migration,Kisangani,Mbujimayi,1,1,Moyen
33,Homme,Ouganda,Affaires,Lusaka,Kinshasa,0,0,Moyen
55,Femme,Zambie,Affaires,Kinshasa,Tshikapa,1,1,Moyen
29,Femme,Tanzanie,Transit,Kisangani,Kananga,1,1,Moyen
65,Femme,RDC,Tourisme,Kigali,Nairobi,1,1,Moyen
62,Homme,RDC,Migration,Kinshasa,Luanda,0,0,Moyen
49,Femme,Tanzanie,Transit,Lubumbashi,Tshikapa,1,1,Moyen
25,Femme,RDC,Études,Kisangani,Tshikapa,0,0,Moyen
21,Homme,Zambie,Affaires,Kinshasa,Kinshasa,0,1,Élevé
36,Femme,RDC,Tourisme,Kisangani,Kinshasa,1,0,Faible
33,Femme,RDC,Affaires,Kinshasa,Mbujimayi,1,0,Faible
62,Femme,RDC,Tourisme,Kinshasa,Kananga,1,1,Moyen
45,Homme,Burundi,Affaires,Lubumbashi,Luanda,1,0,Faible
66,Femme,Ouganda,Transit,Lusaka,Nairobi,1,1,Moyen
65,Homme,Burundi,Études,Lusaka,Tshikapa,1,0,Faible
39,Homme,Zambie,Transit,Lubumbashi,Kinshasa,1,0,Faible
56,Homme,RDC,Migration,Lusaka,Mbujimayi,1,0,Faible
58,Femme,Rwanda,Transit,Lubumbashi,Mbujimayi,1,0,Faible
32,Homme,RDC,Affaires,Kinshasa,Mbujimayi,1,1,Moyen
67,Homme,Zambie,Tourisme,Kigali,Kananga,0,1,Élevé
18,Femme,Ouganda,Études,Lusaka,Luanda,0,0,Moyen
23,Femme,Ouganda,Migration,Lubumbashi,Nairobi,1,1,Élevé
44,Femme,Zambie,Transit,Kisangani,Mbujimayi,0,0,Moyen
56,Homme,Burundi,Tourisme,Goma,Kananga,0,0,Moyen
49,Femme,Angola,Migration,Lusaka,Mbujimayi,0,0,Moyen
18,Homme,Zambie,Affaires,Lusaka,Luanda,0,0,Moyen
57,Homme,Rwanda,Transit,Lubumbashi,Tshikapa,1,0,Faible
50,Homme,Zambie,Études,Lusaka,Luanda,0,0,Moyen
27,Homme,RDC,Transit,Kigali,Kinshasa,0,0,Moyen
29,Femme,Tanzanie,Transit,Lubumbashi,Nairobi,0,1,Élevé
18,Homme,Rwanda,Migration,Goma,Kananga,0,0,Élevé
56,Homme,Burundi,Tourisme,Lubumbashi,Kananga,0,0,Moyen
56,Femme,Zambie,Transit,Kisangani,Mbujimayi,0,1,Élevé
32,Femme,Tanzanie,Études,Lusaka,Luanda,1,0,Faible
35,Homme,Angola,Tourisme,Goma,Kinshasa,1,1,Moyen
61,Homme,RDC,Tourisme,Lusaka,Nairobi,0,0,Moyen
50,Femme,Rwanda,Transit,Goma,Kinshasa,1,0,Faible
32,Femme,Angola,Études,Lubumbashi,Kananga,0,1,Élevé
35,Homme,Zambie,Tourisme,Lusaka,Tshikapa,1,0,Faible
37,Homme,Burundi,Affaires,Lusaka,Mbujimayi,1,0,Faible
65,Homme,Ouganda,Transit,Kisangani,Mbujimayi,1,0,Faible
66,Femme,RDC,Tourisme,Kinshasa,Kananga,1,0,Faible
38,Femme,Tanzanie,Tourisme,Kigali,Kinshasa,0,0,Moyen
67,Homme,Tanzanie,Migration,Lusaka,Luanda,1,0,Faible
41,Homme,Zambie,Affaires,Goma,Kinshasa,0,1,Élevé
43,Homme,Rwanda,Transit,Kisangani,Luanda,0,1,Élevé
60,Homme,RDC,Tourisme,Lubumbashi,Tshikapa,1,1,Moyen
56,Femme,Angola,Tourisme,Goma,Tshikapa,0,0,Moyen
56,Femme,Zambie,Migration,Kigali,Mbujimayi,0,1,Élevé
50,Homme,Zambie,Tourisme,Lusaka,Kananga,0,1,Élevé
57,Femme,RDC,Études,Kinshasa,Kinshasa,0,1,Élevé
37,Homme,RDC,Transit,Lubumbashi,Mbujimayi,0,0,Moyen
45,Femme,Burundi,Tourisme,Lubumbashi,Luanda,1,1,Moyen
63,Homme,Angola,Transit,Kigali,Mbujimayi,0,0,Moyen
30,Femme,Zambie,Tourisme,Kisangani,Luanda,1,1,Moyen
34,Homme,RDC,Transit,Lubumbashi,Tshikapa,1,0,Faible
47,Homme,Ouganda,Études,Kigali,Mbujimayi,1,1,Moyen
47,Femme,Ouganda,Affaires,Lubumbashi,Luanda,1,0,Faible
40,Femme,Zambie,Migration,Lusaka,Mbujimayi,1,0,Faible
25,Femme,Zambie,Migration,Kigali,Nairobi,1,0,Faible
40,Homme,RDC,Transit,Kisangani,Kananga,0,1,Élevé
37,Homme,Burundi,Affaires,Lusaka,Luanda,1,0,Faible
48,Homme,RDC,Études,Goma,Tshikapa,0,1,Élevé
33,Homme,Ouganda,Migration,Lubumbashi,Tshikapa,0,0,Moyen
67,Homme,Zambie,Études,Lubumbashi,Nairobi,0,0,Moyen
51,Femme,Tanzanie,Études,Lubumbashi,Nairobi,1,0,Faible
34,Femme,Ouganda,Affaires,Goma,Kinshasa,1,0,Faible
55,Homme,Tanzanie,Études,Kigali,Mbujimayi,0,0,Moyen
50,Homme,Burundi,Affaires,Lusaka,Kananga,0,1,Élevé
25,Femme,Tanzanie,Tourisme,Kigali,Kinshasa,0,1,Élevé
51,Femme,RDC,Migration,Lusaka,Mbujimayi,1,1,Moyen
38,Femme,Rwanda,Tourisme,Goma,Nairobi,1,1,Moyen
50,Femme,Ouganda,Tourisme,Kisangani,Kinshasa,1,0,Faible
67,Homme,RDC,Affaires,Kigali,Nairobi,1,1,Moyen
61,Femme,RDC,Études,Kinshasa,Kananga,0,0,Moyen
25,Femme,RDC,Transit,Kigali,Tshikapa,1,1,Moyen
55,Femme,RDC,Transit,Lusaka,Kinshasa,1,0,Faible
50,Homme,Burundi,Études,Kisangani,Luanda,0,0,Moyen
60,Homme,Tanzanie,Transit,Lubumbashi,Luanda,1,1,Moyen
58,Homme,Tanzanie,Tourisme,Kisangani,Nairobi,1,1,Moyen
32,Homme,Rwanda,Affaires,Kinshasa,Tshikapa,0,0,Moyen
62,Femme,Tanzanie,Migration,Kisangani,Mbujimayi,1,0,Faible
30,Femme,Tanzanie,Transit,Kinshasa,Kananga,0,1,Élevé
50,Femme,Zambie,Études,Lusaka,Kananga,0,0,Moyen
42,Homme,RDC,Tourisme,Kinshasa,Kananga,1,1,Moyen
48,Homme,Ouganda,Tourisme,Kisangani,Tshikapa,0,1,Élevé
60,Homme,RDC,Études,Kigali,Kananga,1,0,Faible
31,Homme,Ouganda,Tourisme,Lusaka,Kinshasa,0,1,Élevé
19,Femme,Burundi,Tourisme,Lubumbashi,Tshikapa,0,0,Moyen
37,Femme,RDC,Transit,Goma,Luanda,0,0,Moyen
69,Femme,Angola,Migration,Lusaka,Luanda,1,1,Moyen
68,Homme,Zambie,Tourisme,Lusaka,Luanda,0,1,Élevé
45,Homme,Zambie,Études,Lubumbashi,Nairobi,1,1,Moyen
34,Homme,Ouganda,Migration,Kisangani,Kinshasa,0,0,Moyen
68,Homme,Zambie,Affaires,Kigali,Tshikapa,1,0,Faible
32,Femme,Ouganda,Affaires,Kisangani,Nairobi,1,0,Faible
35,Homme,Burundi,Migration,Kinshasa,Kinshasa,1,1,Moyen
48,Homme,Burundi,Études,Kigali,Mbujimayi,1,0,Faible
20,Femme,Burundi,Affaires,Kisangani,Kinshasa,1,1,Moyen
34,Homme,Rwanda,Transit,Goma,Kananga,0,1,Élevé
61,Femme,Tanzanie,Tourisme,Kigali,Mbujimayi,0,0,Moyen
53,Homme,Angola,Études,Kinshasa,Tshikapa,0,1,Élevé
27,Homme,Burundi,Transit,Kigali,Mbujimayi,0,1,Élevé
41,Femme,Angola,Tourisme,Kisangani,Kinshasa,1,0,Faible
28,Femme,RDC,Études,Lubumbashi,Nairobi,1,0,Faible
47,Femme,RDC,Tourisme,Kigali,Kinshasa,1,0,Faible
50,Homme,Angola,Études,Kigali,Nairobi,0,1,Élevé
54,Femme,Angola,Affaires,Kigali,Kananga,1,0,Faible
61,Femme,Angola,Affaires,Kisangani,Kananga,0,1,Élevé
24,Homme,Burundi,Études,Kigali,Kananga,1,0,Faible
63,Homme,RDC,Affaires,Lubumbashi,Luanda,1,1,Moyen
19,Femme,Angola,Tourisme,Lubumbashi,Tshikapa,1,1,Moyen
22,Femme,Angola,Études,Kigali,Luanda,0,0,Moyen
50,Femme,Tanzanie,Tourisme,Kinshasa,Tshikapa,1,1,Moyen
34,Homme,RDC,Tourisme,Kigali,Mbujimayi,0,1,Élevé
45,Homme,Tanzanie,Études,Kigali,Luanda,0,0,Moyen
27,Homme,Rwanda,Migration,Kinshasa,Tshikapa,0,1,Élevé
20,Homme,Zambie,Tourisme,Kisangani,Nairobi,1,0,Faible
61,Homme,Angola,Transit,Kigali,Kinshasa,0,0,Moyen
47,Homme,Rwanda,Transit,Lubumbashi,Mbujimayi,1,0,Faible
64,Femme,Burundi,Tourisme,Kigali,Kinshasa,1,0,Faible
21,Homme,Burundi,Migration,Goma,Kananga,1,0,Moyen
57,Femme,Tanzanie,Études,Lubumbashi,Nairobi,1,1,Moyen
41,Homme,Burundi,Études,Kisangani,Nairobi,1,1,Moyen
53,Homme,Burundi,Tourisme,Lusaka,Kinshasa,0,0,Moyen
37,Homme,Burundi,Études,Lusaka,Tshikapa,0,0,Moyen
33,Homme,Rwanda,Tourisme,Kinshasa,Kananga,1,1,Moyen
43,Homme,RDC,Affaires,Kigali,Tshikapa,1,0,Faible
31,Femme,Tanzanie,Migration,Kinshasa,Mbujimayi,1,1,Moyen
30,Homme,Burundi,Affaires,Goma,Kinshasa,0,0,Moyen
62,Homme,RDC,Tourisme,Lusaka,Mbujimayi,1,1,Moyen
54,Femme,Rwanda,Tourisme,Lubumbashi,Mbujimayi,0,0,Moyen
18,Femme,Angola,Tourisme,Kigali,Mbujimayi,1,0,Faible
36,Homme,RDC,Tourisme,Kisangani,Mbujimayi,0,1,Élevé
66,Homme,Zambie,Transit,Lusaka,Kinshasa,1,0,Faible
45,Homme,Zambie,Études,Kisangani,Luanda,1,0,Faible
42,Homme,Tanzanie,Affaires,Goma,Kananga,1,1,Moyen
69,Homme,Rwanda,Affaires,Kisangani,Luanda,0,0,Moyen
51,Homme,Zambie,Études,Kisangani,Kinshasa,1,0,Faible
60,Homme,Burundi,Affaires,Lubumbashi,Luanda,0,1,Élevé
63,Homme,Zambie,Affaires,Lusaka,Tshikapa,0,0,Moyen
37,Femme,Zambie,Transit,Lubumbashi,Tshikapa,1,1,Moyen
62,Homme,Ouganda,Études,Kinshasa,Kinshasa,0,1,Élevé
48,Homme,Zambie,Études,Kigali,Nairobi,0,0,Moyen
68,Femme,Rwanda,Tourisme,Lubumbashi,Kinshasa,0,0,Moyen
57,Homme,Angola,Migration,Kinshasa,Kinshasa,1,0,Faible
25,Femme,Ouganda,Transit,Lusaka,Luanda,0,0,Moyen
68,Femme,Ouganda,Transit,Kinshasa,Nairobi,0,1,Élevé
20,Homme,Tanzanie,Tourisme,Lusaka,Mbujimayi,0,0,Moyen
24,Homme,Rwanda,Études,Kisangani,Kinshasa,0,0,Moyen
51,Femme,Zambie,Transit,Kigali,Tshikapa,0,1,Élevé
54,Homme,Tanzanie,Affaires,Lubumbashi,Tshikapa,0,0,Moyen
31,Femme,Tanzanie,Migration,Lusaka,Nairobi,0,0,Moyen
48,Femme,Angola,Tourisme,Kisangani,Mbujimayi,1,1,Moyen
19,Femme,Angola,Tourisme,Kinshasa,Tshikapa,1,0,Faible
39,Homme,Burundi,Tourisme,Kinshasa,Mbujimayi,1,1,Moyen
64,Femme,Tanzanie,Migration,Lusaka,Nairobi,0,1,Élevé
54,Femme,Angola,Transit,Kinshasa,Tshikapa,0,0,Moyen
32,Femme,Ouganda,Tourisme,Kigali,Tshikapa,1,1,Moyen
69,Femme,Zambie,Transit,Lusaka,Nairobi,1,0,Faible
32,Femme,Rwanda,Études,Kigali,Kinshasa,0,1,Élevé
41,Homme,Rwanda,Transit,Lubumbashi,Tshikapa,0,0,Moyen
18,Femme,Tanzanie,Tourisme,Kisangani,Tshikapa,0,0,Moyen
29,Homme,Rwanda,Migration,Goma,Kananga,1,0,Faible
41,Femme,Ouganda,Affaires,Kisangani,Tshikapa,1,1,Moyen
47,Homme,Burundi,Affaires,Kisangani,Luanda,1,1,Moyen
60,Homme,RDC,Affaires,Lubumbashi,Nairobi,0,1,Élevé
28,Femme,Tanzanie,Migration,Kigali,Kananga,1,1,Moyen
23,Homme,Ouganda,Transit,Kigali,Mbujimayi,1,0,Faible
44,Homme,RDC,Études,Lusaka,Tshikapa,0,1,Élevé
25,Homme,Angola,Affaires,Lusaka,Mbujimayi,0,0,Moyen
21,Homme,Zambie,Tourisme,Lubumbashi,Kananga,1,0,Faible
33,Femme,Ouganda,Transit,Kigali,Kinshasa,1,1,Moyen
51,Femme,Burundi,Affaires,Kisangani,Nairobi,0,1,Élevé
61,Homme,Ouganda,Tourisme,Lubumbashi,Kananga,0,0,Moyen
34,Homme,Tanzanie,Migration,Kinshasa,Tshikapa,1,0,Faible
35,Homme,Burundi,Transit,Lusaka,Nairobi,1,1,Moyen
64,Femme,Zambie,Études,Kisangani,Tshikapa,0,0,Moyen
63,Homme,RDC,Migration,Goma,Mbujimayi,0,1,Élevé
31,Homme,Angola,Affaires,Goma,Nairobi,0,1,Élevé
24,Femme,RDC,Tourisme,Kisangani,Mbujimayi,1,1,Moyen
45,Femme,Zambie,Migration,Lubumbashi,Luanda,0,0,Moyen
51,Femme,RDC,Tourisme,Kisangani,Nairobi,1,1,Moyen
54,Homme,Tanzanie,Transit,Lusaka,Kinshasa,0,1,Élevé
50,Homme,Rwanda,Transit,Kinshasa,Kinshasa,0,0,Moyen
50,Homme,Zambie,Migration,Kisangani,Mbujimayi,0,1,Élevé
60,Homme,RDC,Transit,Lubumbashi,Luanda,0,0,Moyen
38,Homme,Tanzanie,Migration,Lusaka,Kinshasa,1,0,Faible
67,Femme,Ouganda,Études,Lusaka,Luanda,0,0,Moyen
61,Homme,RDC,Affaires,Kigali,Kananga,1,1,Moyen
67,Homme,Zambie,Affaires,Lusaka,Mbujimayi,0,0,Moyen
23,Femme,RDC,Études,Kigali,Nairobi,1,1,Moyen
55,Femme,Burundi,Tourisme,Kigali,Mbujimayi,0,1,Élevé
25,Homme,Angola,Études,Kinshasa,Kinshasa,0,1,Élevé
54,Homme,Zambie,Études,Kisangani,Kananga,1,0,Faible
21,Femme,Burundi,Tourisme,Goma,Kinshasa,1,1,Moyen
18,Homme,Rwanda,Études,Kigali,Mbujimayi,0,1,Élevé
69,Homme,Burundi,Migration,Lubumbashi,Kananga,1,1,Moyen
63,Femme,Ouganda,Tourisme,Kinshasa,Tshikapa,0,1,Élevé
22,Femme,Zambie,Études,Goma,Kananga,0,1,Élevé
41,Homme,Tanzanie,Transit,Goma,Kinshasa,1,1,Moyen
52,Femme,Ouganda,Tourisme,Kisangani,Nairobi,1,0,Faible
23,Femme,Tanzanie,Migration,Kigali,Mbujimayi,0,1,Élevé
31,Femme,RDC,Transit,Lubumbashi,Tshikapa,0,1,Élevé
56,Femme,Tanzanie,Études,Goma,Luanda,1,1,Moyen
51,Femme,Ouganda,Études,Kinshasa,Mbujimayi,1,0,Faible
50,Homme,Burundi,Tourisme,Kisangani,Mbujimayi,0,1,Élevé
55,Femme,Rwanda,Tourisme,Kisangani,Luanda,1,0,Faible
31,Homme,Rwanda,Tourisme,Kinshasa,Kananga,0,0,Moyen
22,Femme,Rwanda,Migration,Lusaka,Kinshasa,0,0,Élevé
52,Homme,RDC,Migration,Kigali,Tshikapa,0,0,Moyen
66,Femme,Rwanda,Migration,Kinshasa,Nairobi,1,0,Faible
27,Homme,RDC,Affaires,Kinshasa,Kananga,0,0,Moyen
54,Homme,Tanzanie,Transit,Kisangani,Mbujimayi,0,1,Élevé
46,Homme,Angola,Affaires,Kigali,Tshikapa,1,1,Moyen
28,Femme,Ouganda,Tourisme,Lubumbashi,Mbujimayi,1,1,Moyen
58,Femme,Angola,Transit,Kinshasa,Tshikapa,1,1,Moyen
21,Femme,Burundi,Tourisme,Goma,Nairobi,1,1,Moyen
35,Femme,RDC,Affaires,Kisangani,Kananga,1,1,Moyen
59,Homme,Rwanda,Études,Kisangani,Tshikapa,1,1,Moyen
24,Femme,Zambie,Migration,Kigali,Luanda,0,0,Élevé
38,Homme,Angola,Migration,Lusaka,Luanda,1,0,Faible
43,Homme,Burundi,Affaires,Lusaka,Mbujimayi,0,1,Élevé
56,Homme,Zambie,Tourisme,Lusaka,Mbujimayi,1,0,Faible
49,Homme,Tanzanie,Affaires,Lubumbashi,Luanda,1,1,Moyen
70,Homme,Rwanda,Transit,Kinshasa,Mbujimayi,1,0,Faible
62,Homme,Zambie,Migration,Kisangani,Mbujimayi,1,0,Faible
31,Homme,Zambie,Affaires,Lubumbashi,Kinshasa,0,0,Moyen
42,Femme,Ouganda,Études,Lubumbashi,Tshikapa,1,0,Faible
39,Homme,RDC,Transit,Kigali,Luanda,0,1,Élevé
27,Femme,Zambie,Migration,Lusaka,Luanda,0,0,Moyen
69,Femme,RDC,Transit,Kigali,Kinshasa,1,0,Faible
57,Femme,Zambie,Études,Goma,Mbujimayi,0,0,Moyen
58,Femme,Ouganda,Tourisme,Goma,Kinshasa,1,0,Faible
41,Femme,Rwanda,Études,Lusaka,Mbujimayi,1,0,Faible
51,Femme,RDC,Tourisme,Kinshasa,Kananga,1,1,Moyen
22,Homme,Angola,Tourisme,Kinshasa,Kinshasa,0,1,Élevé
46,Femme,Ouganda,Tourisme,Lubumbashi,Kinshasa,1,1,Moyen
29,Femme,Ouganda,Études,Kisangani,Kinshasa,1,0,Faible
69,Homme,Tanzanie,Affaires,Lubumbashi,Luanda,1,0,Faible
67,Femme,Zambie,Transit,Kinshasa,Tshikapa,0,0,Moyen
24,Femme,Angola,Migration,Goma,Kananga,1,0,Moyen
27,Femme,Zambie,Tourisme,Kisangani,Kananga,0,0,Moyen
63,Femme,Tanzanie,Affaires,Kinshasa,Luanda,0,1,Élevé
38,Homme,RDC,Tourisme,Kinshasa,Kananga,1,0,Faible
36,Femme,Rwanda,Transit,Lusaka,Kinshasa,1,0,Faible
47,Homme,Angola,Transit,Kigali,Tshikapa,0,1,Élevé
44,Homme,Burundi,Affaires,Kigali,Tshikapa,1,0,Faible
27,Femme,RDC,Études,Kigali,Kananga,1,0,Faible
68,Femme,RDC,Études,Kigali,Nairobi,1,0,Faible
70,Homme,Angola,Affaires,Kinshasa,Kinshasa,1,1,Moyen
60,Femme,Zambie,Migration,Kinshasa,Kananga,1,1,Moyen
26,Homme,RDC,Affaires,Lubumbashi,Kinshasa,1,0,Faible
60,Femme,Burundi,Tourisme,Kinshasa,Mbujimayi,0,0,Moyen
53,Femme,Zambie,Transit,Lusaka,Mbujimayi,1,0,Faible
59,Femme,Ouganda,Études,Lusaka,Luanda,0,0,Moyen
63,Homme,RDC,Études,Kigali,Luanda,1,0,Faible
41,Femme,RDC,Transit,Lubumbashi,Nairobi,1,1,Moyen
68,Femme,RDC,Migration,Kinshasa,Nairobi,1,1,Moyen
37,Homme,Angola,Études,Kinshasa,Mbujimayi,1,0,Faible
69,Homme,Rwanda,Migration,Lusaka,Kananga,1,1,Moyen
18,Femme,Tanzanie,Affaires,Lusaka,Kinshasa,0,0,Moyen
56,Homme,Zambie,Affaires,Kisangani,Mbujimayi,1,0,Faible
50,Femme,Rwanda,Affaires,Kinshasa,Kananga,0,1,Élevé
53,Femme,Ouganda,Transit,Lubumbashi,Mbujimayi,1,0,Faible
51,Femme,Rwanda,Transit,Goma,Nairobi,0,0,Moyen
35,Homme,Rwanda,Transit,Lusaka,Kinshasa,1,0,Faible
46,Homme,Zambie,Tourisme,Lubumbashi,Nairobi,0,0,Moyen
24,Homme,Ouganda,Affaires,Lusaka,Luanda,0,0,Moyen
47,Femme,Angola,Études,Kisangani,Nairobi,1,0,Faible
56,Homme,Angola,Affaires,Kinshasa,Nairobi,1,1,Moyen
25,Femme,Rwanda,Migration,Lusaka,Kinshasa,0,0,Moyen
46,Femme,RDC,Tourisme,Goma,Kananga,1,1,Moyen
60,Femme,Tanzanie,Migration,Lusaka,Tshikapa,1,0,Faible
27,Femme,Burundi,Tourisme,Kisangani,Nairobi,1,0,Faible
40,Homme,Angola,Tourisme,Kinshasa,Luanda,0,1,Élevé
18,Femme,Ouganda,Affaires,Goma,Nairobi,0,1,Élevé
67,Homme,Burundi,Tourisme,Lusaka,Kananga,1,1,Moyen
59,Femme,Tanzanie,Affaires,Goma,Kinshasa,1,1,Moyen
54,Homme,Rwanda,Transit,Lubumbashi,Kananga,0,0,Moyen
53,Homme,Burundi,Affaires,Kinshasa,Kananga,0,0,Moyen
61,Femme,Angola,Affaires,Lubumbashi,Mbujimayi,1,1,Moyen
53,Femme,RDC,Tourisme,Kinshasa,Tshikapa,1,0,Faible
37,Femme,Rwanda,Migration,Lubumbashi,Kananga,1,0,Faible
50,Homme,Burundi,Affaires,Goma,Kananga,1,0,Faible
30,Femme,Burundi,Migration,Lubumbashi,Nairobi,0,1,Élevé
52,Femme,Rwanda,Affaires,Goma,Kinshasa,0,0,Moyen
39,Femme,Ouganda,Études,Kisangani,Luanda,1,0,Faible
65,Femme,Rwanda,Études,Goma,Tshikapa,1,1,Moyen
45,Femme,RDC,Affaires,Kinshasa,Mbujimayi,1,0,Faible
21,Femme,Angola,Affaires,Kisangani,Luanda,0,1,Élevé
54,Homme,Zambie,Tourisme,Kigali,Kananga,1,1,Moyen
66,Femme,Tanzanie,Transit,Kigali,Tshikapa,1,1,Moyen
60,Femme,Burundi,Migration,Kinshasa,Kananga,0,1,Élevé
45,Homme,Rwanda,Transit,Kinshasa,Kananga,0,1,Élevé
25,Homme,Burundi,Affaires,Kisangani,Nairobi,1,1,Moyen
69,Femme,Ouganda,Transit,Kinshasa,Luanda,1,1,Moyen
28,Femme,Rwanda,Transit,Kigali,Nairobi,1,0,Faible
46,Homme,Rwanda,Migration,Kisangani,Tshikapa,1,0,Faible
39,Femme,Rwanda,Transit,Kigali,Mbujimayi,1,0,Faible
29,Homme,Angola,Études,Kisangani,Mbujimayi,1,1,Moyen
42,Homme,RDC,Migration,Lusaka,Tshikapa,1,0,Faible
62,Homme,Rwanda,Études,Kinshasa,Luanda,1,1,Moyen
56,Homme,Zambie,Transit,Goma,Tshikapa,0,0,Moyen
37,Femme,Zambie,Études,Kinshasa,Luanda,0,0,Moyen
42,Femme,Tanzanie,Études,Lubumbashi,Kananga,1,0,Faible
64,Homme,Rwanda,Affaires,Goma,Tshikapa,1,1,Moyen
47,Femme,Angola,Affaires,Kigali,Mbujimayi,1,1,Moyen
22,Femme,Burundi,Affaires,Lusaka,Tshikapa,0,1,Élevé
26,Femme,Zambie,Affaires,Kinshasa,Tshikapa,0,0,Moyen
24,Femme,RDC,Transit,Lubumbashi,Kinshasa,0,1,Élevé
41,Femme,Tanzanie,Affaires,Kigali,Luanda,1,1,Moyen
58,Femme,Ouganda,Transit,Goma,Kinshasa,0,1,Élevé
19,Femme,Burundi,Transit,Kigali,Luanda,1,1,Moyen
63,Homme,Tanzanie,Études,Lubumbashi,Luanda,0,0,Moyen
57,Femme,RDC,Transit,Kisangani,Luanda,1,1,Moyen
64,Femme,Angola,Études,Kinshasa,Nairobi,0,1,Élevé
51,Homme,Rwanda,Études,Lubumbashi,Mbujimayi,1,1,Moyen
70,Homme,Tanzanie,Tourisme,Kisangani,Tshikapa,0,1,Élevé
19,Homme,Zambie,Transit,Kisangani,Kananga,0,0,Moyen
48,Homme,Zambie,Études,Kisangani,Luanda,1,0,Faible
64,Femme,Rwanda,Affaires,Lusaka,Nairobi,1,1,Moyen
52,Femme,RDC,Migration,Kinshasa,Mbujimayi,0,1,Élevé
26,Homme,Angola,Transit,Lusaka,Tshikapa,0,1,Élevé
37,Homme,Rwanda,Migration,Lusaka,Nairobi,0,0,Moyen
70,Femme,Angola,Tourisme,Kigali,Nairobi,0,0,Moyen
18,Homme,Tanzanie,Tourisme,Kinshasa,Tshikapa,0,0,Moyen
41,Femme,Tanzanie,Tourisme,Kisangani,Luanda,1,0,Faible
26,Homme,Rwanda,Tourisme,Kigali,Kananga,0,0,Moyen
24,Femme,Rwanda,Affaires,Goma,Mbujimayi,1,0,Faible
51,Homme,Burundi,Tourisme,Lubumbashi,Nairobi,1,0,Faible
26,Femme,Ouganda,Affaires,Goma,Luanda,1,1,Moyen
18,Femme,RDC,Affaires,Goma,Mbujimayi,0,0,Moyen
68,Homme,RDC,Tourisme,Kigali,Nairobi,1,1,Moyen
27,Femme,Rwanda,Tourisme,Kinshasa,Nairobi,0,1,Élevé
60,Homme,Zambie,Études,Kigali,Nairobi,0,1,Élevé
65,Femme,Burundi,Migration,Kisangani,Luanda,1,1,Moyen
50,Femme,Ouganda,Affaires,Goma,Nairobi,0,0,Moyen
43,Homme,Burundi,Transit,Goma,Kinshasa,1,0,Faible
29,Femme,Burundi,Affaires,Lusaka,Nairobi,0,0,Moyen
56,Femme,Ouganda,Migration,Goma,Luanda,0,1,Élevé
41,Femme,Ouganda,Transit,Kinshasa,Kinshasa,1,0,Faible
45,Homme,Rwanda,Migration,Kisangani,Tshikapa,1,1,Moyen
29,Femme,RDC,Transit,Kisangani,Mbujimayi,1,0,Faible
67,Homme,RDC,Transit,Lubumbashi,Mbujimayi,1,1,Moyen
29,Homme,Zambie,Études,Kinshasa,Kananga,0,1,Élevé
21,Femme,Rwanda,Transit,Kisangani,Mbujimayi,0,1,Élevé
36,Homme,Zambie,Affaires,Kisangani,Kananga,0,0,Moyen
70,Femme,Ouganda,Études,Lusaka,Kananga,0,1,Élevé
57,Homme,Tanzanie,Transit,Lusaka,Kananga,1,1,Moyen
24,Homme,Burundi,Migration,Goma,Kananga,1,1,Élevé
26,Femme,Tanzanie,Affaires,Kigali,Tshikapa,0,0,Moyen
62,Homme,Angola,Tourisme,Kinshasa,Kananga,0,1,Élevé
65,Femme,Ouganda,Transit,Kisangani,Luanda,1,1,Moyen
58,Homme,RDC,Tourisme,Goma,Kinshasa,0,0,Moyen
28,Homme,Zambie,Tourisme,Kisangani,Luanda,0,0,Moyen
69,Homme,RDC,Migration,Kisangani,Nairobi,0,1,Élevé
49,Homme,Angola,Tourisme,Kisangani,Luanda,0,0,Moyen
68,Femme,Ouganda,Affaires,Kisangani,Mbujimayi,0,0,Moyen
47,Femme,Tanzanie,Affaires,Kisangani,Nairobi,0,0,Moyen
25,Homme,Ouganda,Études,Kisangani,Luanda,0,0,Moyen
58,Femme,Tanzanie,Tourisme,Kigali,Tshikapa,0,0,Moyen
57,Homme,Angola,Transit,Lubumbashi,Luanda,1,0,Faible
61,Homme,Ouganda,Migration,Lubumbashi,Kinshasa,1,0,Faible
